,gender,age,race,location,risk,workers number,annual turnover,principal,legal status,establish time,credit purchase,funds injections,previous turndown,written plan,regular management account,product or service development,business innovation,loss or profit,credit balance,finance qualification for manager,turnover growth rate,final outcomes,Binary Y,new annual turnover,new workers number,new funds injections,new location,new gender,new establish time,new race,new age,size
1117,2,2,9,3,3,2,1,8,1,3,2,1,2,1,0,1,1,1,3,2,3,4,0,1,1,1,0,0,1,0,0,0
1118,1,3,1,6,3,1,2,3,1,4,2,2,2,0,0,0,1,1,1,1,3,4,0,1,1,2,0,1,1,1,1,0
1119,1,4,1,1,1,2,5,1,2,6,1,2,2,1,0,0,1,1,6,2,3,1,1,3,1,2,0,1,1,1,1,0
1120,1,3,3,9,2,2,4,1,4,3,1,1,2,0,0,0,1,1,1,2,2,1,1,2,1,1,0,1,1,0,1,0
1121,1,2,3,10,4,1,1,9,1,2,1,3,1,1,1,0,1,3,1,2,3,4,0,1,1,2,1,1,0,0,0,0
1122,1,2,1,11,4,2,5,7,4,1,1,2,2,1,1,0,0,1,1,1,3,1,1,3,1,2,1,1,0,1,0,0
1123,1,3,1,11,4,2,2,7,1,2,2,3,1,0,0,0,0,2,1,2,3,2,1,1,1,2,1,1,0,1,1,0
1124,1,2,1,11,4,2,5,2,4,4,1,3,1,1,1,1,1,2,1,1,4,2,1,3,1,2,1,1,1,1,0,0
1125,1,2,1,11,4,2,8,7,4,3,2,1,2,0,1,0,1,1,2,2,1,1,1,5,1,1,1,1,1,1,0,0
1126,1,2,1,11,4,2,8,4,3,6,1,1,1,1,1,0,1,1,1,2,2,4,0,5,1,1,1,1,1,1,0,0
1127,2,3,1,11,2,2,4,4,2,3,2,1,1,1,0,0,1,1,1,2,2,1,1,2,1,1,1,0,1,1,1,0
1128,1,3,1,3,2,2,3,7,3,4,2,3,2,1,1,0,0,1,1,2,3,1,1,2,1,2,0,1,1,1,1,0
1129,1,2,1,12,2,1,2,1,1,4,2,2,1,1,0,0,0,1,1,2,3,4,0,1,1,2,0,1,1,1,0,0
1130,2,2,1,6,3,2,5,4,3,6,1,1,2,1,1,0,0,1,1,1,1,1,1,3,1,1,0,0,1,1,0,0
1131,1,3,1,9,4,2,8,3,4,5,1,3,1,1,1,1,1,1,4,2,3,4,0,5,1,2,0,1,1,1,1,0
1132,1,3,1,9,4,1,3,7,4,6,2,1,2,0,1,1,1,1,3,1,1,1,1,2,1,1,0,1,1,1,1,0
1133,1,3,1,11,2,1,2,1,2,6,2,1,2,1,1,0,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,0
1134,2,2,1,11,3,2,2,9,1,5,2,3,1,0,0,0,0,1,1,2,2,3,0,1,1,2,1,0,1,1,0,0
1135,1,1,1,11,2,2,5,7,4,5,2,1,2,1,1,0,0,1,3,2,2,1,1,3,1,1,1,1,1,1,0,0
1136,2,3,1,11,3,2,2,7,1,4,1,1,2,0,0,0,0,1,1,2,3,1,1,1,1,1,1,0,1,1,1,0
1137,3,3,1,9,2,2,6,1,2,6,1,1,2,0,0,0,1,1,1,2,2,1,1,3,1,1,0,1,1,1,1,0
1138,1,2,8,11,2,2,5,5,4,3,2,1,1,1,1,1,1,3,1,2,3,4,0,3,1,1,1,1,1,0,0,0
1139,1,4,1,9,3,2,6,6,1,3,1,3,2,1,0,0,1,1,1,1,3,1,1,3,1,2,0,1,1,1,1,0
1140,1,3,3,1,2,2,6,1,2,3,2,2,2,1,1,0,0,3,3,2,3,1,1,3,1,2,0,1,1,0,1,0
1141,1,2,1,11,2,1,2,3,1,3,1,3,2,0,1,0,0,1,1,2,4,4,0,1,1,2,1,1,1,1,0,0
1142,1,3,1,4,3,1,2,5,2,4,2,3,2,0,0,0,0,1,1,2,3,4,0,1,1,2,0,1,1,1,1,0
1143,1,3,1,9,2,4,6,8,2,5,1,1,2,1,0,0,1,1,3,1,2,2,1,3,3,1,0,1,1,1,1,3
1144,1,2,1,1,2,2,7,1,2,6,1,3,2,1,1,0,1,1,1,2,4,2,1,4,1,2,0,1,1,1,0,0
1145,2,2,1,5,3,3,8,2,4,5,1,1,2,1,1,0,1,1,5,1,2,1,1,5,2,1,0,0,1,1,0,3
1146,1,2,1,9,4,2,5,6,4,4,2,1,2,1,1,0,0,1,3,2,2,1,1,3,1,1,0,1,1,1,0,0
1147,1,2,13,10,2,1,1,5,1,3,2,2,1,0,1,0,0,2,1,2,1,3,0,1,1,2,1,1,1,0,0,0
1148,1,2,1,2,1,2,6,9,4,6,2,1,2,1,1,0,1,1,6,2,1,1,1,3,1,1,0,1,1,1,0,0
1149,1,3,1,12,4,2,2,6,1,5,2,3,1,0,0,0,0,1,1,2,2,3,0,1,1,2,0,1,1,1,1,0
1150,1,3,1,12,4,2,6,3,2,3,1,3,1,1,0,0,1,1,4,2,1,3,0,3,1,2,0,1,1,1,1,0
1151,1,2,2,12,4,2,8,3,1,6,1,3,2,1,1,0,0,3,3,2,2,1,1,5,1,2,0,1,1,0,0,0
1152,1,4,1,5,2,1,4,7,4,6,2,1,2,1,1,0,1,1,4,1,3,1,1,2,1,1,0,1,1,1,1,0
1153,1,2,1,2,4,2,4,2,1,5,2,1,2,1,0,0,0,1,2,2,2,1,1,2,1,1,0,1,1,1,0,0
1154,1,2,1,10,2,6,8,6,4,6,1,1,2,0,1,1,1,2,9,1,3,1,1,5,3,1,1,1,1,1,0,3
1155,1,4,1,10,3,2,2,7,1,6,2,3,2,0,0,1,0,1,1,2,2,1,1,1,1,2,1,1,1,1,1,0
1156,1,4,1,7,3,1,4,7,1,6,2,1,2,1,0,0,0,1,5,1,3,1,1,2,1,1,0,1,1,1,1,0
1157,1,2,1,12,2,2,7,1,2,6,1,3,2,1,0,0,1,1,1,2,3,2,1,4,1,2,0,1,1,1,0,0
1158,1,2,1,3,3,2,5,1,1,6,2,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,0,1,1,1,0,0
1159,1,2,3,10,4,2,2,5,1,5,2,1,2,0,1,0,1,1,1,2,3,4,0,1,1,1,1,1,1,0,0,0
1160,1,2,1,3,4,2,4,9,1,4,1,3,2,0,0,0,0,1,1,1,2,3,0,2,1,2,0,1,1,1,0,0
1161,1,2,1,7,1,1,8,3,1,6,2,3,2,0,1,0,0,1,1,1,4,1,1,5,1,2,0,1,1,1,0,0
1162,1,2,1,6,2,1,3,7,1,6,2,1,2,0,0,0,0,1,6,2,3,1,1,2,1,1,0,1,1,1,0,0
1163,1,2,1,6,1,2,8,1,4,6,1,2,2,0,0,1,1,1,1,2,2,1,1,5,1,2,0,1,1,1,0,0
1164,1,2,1,5,4,1,2,6,1,3,1,3,2,1,0,0,0,1,1,1,2,4,0,1,1,2,0,1,1,1,0,0
1165,1,3,1,7,4,1,3,3,1,1,2,1,1,0,1,0,0,3,1,2,3,4,0,2,1,1,0,1,0,1,1,0
1166,1,3,1,7,1,1,5,7,4,2,2,3,1,1,1,0,1,1,1,1,3,3,0,3,1,2,0,1,0,1,1,0
1167,1,2,1,8,3,2,7,9,4,4,1,3,2,1,1,0,1,2,1,2,2,2,1,4,1,2,0,1,1,1,0,0
1168,1,4,1,7,2,2,5,7,4,2,1,3,1,1,1,0,0,1,3,2,3,4,0,3,1,2,0,1,0,1,1,0
1169,1,3,16,10,4,1,1,6,4,5,1,3,1,0,0,0,0,1,1,2,3,4,0,1,1,2,1,1,1,0,1,0
1170,2,1,1,7,1,2,5,8,4,3,1,1,2,1,1,1,1,3,2,2,2,3,0,3,1,1,0,0,1,1,0,0
1171,1,2,1,3,4,3,7,5,4,3,1,3,1,1,1,1,1,2,2,2,1,4,0,4,2,2,0,1,1,1,0,3
1172,2,1,1,12,4,3,7,2,4,6,1,1,2,0,1,1,0,1,1,2,3,1,1,4,2,1,0,0,1,1,0,3
1173,1,2,1,7,4,4,9,7,4,3,1,3,2,1,1,0,1,2,2,2,2,4,0,5,3,2,0,1,1,1,0,3
1174,2,2,1,1,1,3,6,9,1,6,2,1,2,0,1,0,0,3,1,1,3,1,1,3,2,1,0,0,1,1,0,3
1175,1,3,1,11,2,2,8,3,3,6,2,1,2,0,1,0,0,1,5,1,3,1,1,5,1,1,1,1,1,1,1,0
1176,1,2,1,11,3,3,7,5,2,1,1,2,2,1,0,1,1,1,5,1,3,1,1,4,2,2,1,1,0,1,0,3
1177,2,2,1,11,4,3,8,2,3,6,1,1,2,0,1,0,1,1,1,2,3,2,1,5,2,1,1,0,1,1,0,3
1178,1,2,1,2,2,3,2,9,3,6,2,1,2,1,1,0,0,1,1,1,3,2,1,1,2,1,0,1,1,1,0,3
1179,1,2,9,11,3,3,8,8,4,5,2,1,2,1,1,0,1,1,1,1,3,1,1,5,2,1,1,1,1,0,0,3
1180,2,3,1,2,2,3,9,3,4,5,1,1,2,1,1,0,0,1,3,2,1,1,1,5,2,1,0,0,1,1,1,1
1181,1,3,1,10,4,3,7,5,4,6,1,3,2,0,0,0,0,1,1,1,4,2,1,4,2,2,1,1,1,1,1,3
1182,1,3,1,11,2,3,10,6,4,6,2,1,2,1,1,0,1,1,1,2,3,2,1,6,2,1,1,1,1,1,1,1
1183,1,3,1,4,4,2,7,3,1,6,1,3,1,1,1,0,0,1,1,2,3,1,1,4,1,2,0,1,1,1,1,0
1184,1,2,1,9,3,3,8,4,3,6,1,1,2,1,1,0,0,1,1,2,3,4,0,5,2,1,0,1,1,1,0,3
1185,2,3,1,11,4,2,6,2,4,6,1,1,2,1,0,0,1,1,2,2,2,1,1,3,1,1,1,0,1,1,1,0
1186,1,3,1,10,2,3,10,4,4,6,1,1,2,1,0,0,1,1,1,2,2,2,1,6,2,1,1,1,1,1,1,1
1187,1,3,1,11,3,3,7,1,4,6,2,1,2,0,0,0,0,3,1,2,3,2,1,4,2,1,1,1,1,1,1,3
1188,1,2,1,4,3,3,8,3,4,3,1,3,1,0,1,0,0,1,1,1,1,4,0,5,2,2,0,1,1,1,0,3
1189,2,3,1,5,4,3,8,3,4,6,1,3,2,0,1,0,0,1,1,1,2,3,0,5,2,2,0,0,1,1,1,3
1190,1,4,1,9,2,3,7,9,4,6,1,2,1,1,1,1,1,1,4,1,2,2,1,4,2,2,0,1,1,1,1,3
1191,1,2,1,9,4,2,7,3,4,4,1,3,1,0,1,0,1,2,1,2,4,4,0,4,1,2,0,1,1,1,0,0
1192,1,2,1,2,2,3,8,3,3,4,1,1,2,0,0,0,0,3,5,2,3,2,1,5,2,1,0,1,1,1,0,3
1193,2,2,1,7,4,3,6,5,1,3,1,1,2,0,1,0,1,1,1,2,2,1,1,3,2,1,0,0,1,1,0,3
1194,1,3,1,10,2,2,6,7,1,6,2,2,2,0,1,0,0,3,1,2,3,4,0,3,1,2,1,1,1,1,1,0
1195,1,3,1,1,4,2,6,5,1,3,1,3,1,0,1,0,1,1,3,2,3,4,0,3,1,2,0,1,1,1,1,0
1196,1,3,1,10,3,3,8,5,4,6,1,3,1,0,1,0,1,2,4,1,2,3,0,5,2,2,1,1,1,1,1,3
1197,1,3,8,10,4,3,8,8,4,6,2,1,2,1,1,1,1,1,5,1,2,1,1,5,2,1,1,1,1,0,1,3
1198,1,2,1,4,2,3,8,5,4,4,2,1,2,0,1,0,0,1,6,2,2,1,1,5,2,1,0,1,1,1,0,3
1199,2,2,1,6,1,2,5,9,2,2,2,3,2,1,1,0,1,1,3,2,3,4,0,3,1,2,0,0,0,1,0,0
1200,1,2,1,7,3,3,8,3,2,3,1,1,2,1,1,0,0,1,5,2,2,4,0,5,2,1,0,1,1,1,0,3
1201,1,3,1,8,3,3,8,1,4,6,1,1,1,1,0,0,0,1,1,2,1,1,1,5,2,1,0,1,1,1,1,3
1202,1,3,3,1,3,3,9,6,3,6,2,1,2,1,1,1,1,1,1,1,3,1,1,5,2,1,0,1,1,0,1,1
1203,2,4,1,1,3,3,6,8,2,6,2,2,2,1,0,1,1,1,1,1,2,3,0,3,2,2,0,0,1,1,1,3
1204,1,4,1,1,4,2,9,4,4,6,1,3,2,0,0,1,1,1,4,2,1,4,0,5,1,2,0,1,1,1,1,3
1205,1,3,1,3,2,3,8,3,4,3,2,1,2,0,0,0,0,1,1,2,2,1,1,5,2,1,0,1,1,1,1,3
1206,1,3,1,10,2,2,6,7,4,6,2,1,2,0,0,0,0,1,5,2,3,1,1,3,1,1,1,1,1,1,1,0
1207,1,3,1,11,4,5,8,3,4,5,2,1,2,1,1,0,1,1,1,2,2,1,1,5,3,1,1,1,1,1,1,3
1208,3,2,2,10,1,3,10,7,3,5,2,3,2,1,1,0,1,1,8,1,2,1,1,6,2,2,1,1,1,0,0,1
1209,1,3,1,9,3,3,7,6,3,6,1,1,2,0,1,0,0,2,5,2,3,1,1,4,2,1,0,1,1,1,1,3
1210,1,2,2,7,2,5,12,7,4,6,1,1,2,1,1,0,0,1,8,1,2,1,1,6,3,1,0,1,1,0,0,2
1211,1,4,1,3,3,3,8,4,4,5,1,2,2,1,1,0,1,1,5,2,3,1,1,5,2,2,0,1,1,1,1,3
1212,1,2,1,3,1,3,8,2,4,6,1,2,2,0,1,1,0,3,6,1,2,2,1,5,2,2,0,1,1,1,0,3
1213,1,3,1,9,1,3,7,9,4,6,1,1,2,1,1,1,1,1,6,1,1,2,1,4,2,1,0,1,1,1,1,3
1214,1,2,1,3,2,4,11,4,4,5,1,1,2,0,1,0,1,1,6,2,2,1,1,6,3,1,0,1,1,1,0,2
1215,1,2,1,3,2,3,8,7,4,5,1,1,2,1,1,1,1,1,4,1,1,1,1,5,2,1,0,1,1,1,0,3
1216,1,2,1,11,2,2,8,1,2,6,1,3,2,1,1,1,0,1,1,1,1,1,1,5,1,2,1,1,1,1,0,0
1217,1,3,1,1,2,2,8,5,4,3,2,1,2,1,0,0,0,1,1,2,3,2,1,5,1,1,0,1,1,1,1,0
1218,1,2,1,3,2,2,6,4,4,6,1,1,1,0,1,1,1,1,3,1,2,2,1,3,1,1,0,1,1,1,0,0
1219,1,3,1,9,1,3,8,8,4,6,1,3,2,0,1,0,1,1,1,1,4,1,1,5,2,2,0,1,1,1,1,3
1220,1,2,1,9,2,3,9,2,4,6,2,1,2,0,1,1,1,1,4,2,3,1,1,5,2,1,0,1,1,1,0,1
1221,1,3,1,11,4,3,9,3,4,6,2,1,2,1,0,0,1,2,1,2,3,2,1,5,2,1,1,1,1,1,1,1
1222,1,3,1,10,2,3,6,2,3,5,2,1,2,1,0,0,0,1,1,2,2,1,1,3,2,1,1,1,1,1,1,3
1223,2,2,1,3,2,3,10,4,3,6,2,1,2,0,1,0,0,1,6,2,3,1,1,6,2,1,0,0,1,1,0,1
1224,1,2,1,9,4,4,3,3,4,5,1,1,2,1,1,0,1,1,1,2,3,1,1,2,3,1,0,1,1,1,0,3
1225,1,3,1,9,2,3,11,1,3,6,1,3,2,1,1,0,1,1,5,2,2,2,1,6,2,2,0,1,1,1,1,3
1226,1,3,1,8,4,3,7,4,4,5,1,3,2,1,1,0,1,1,1,2,2,1,1,4,2,2,0,1,1,1,1,3
1227,1,2,1,3,2,3,8,4,1,6,1,2,2,1,1,1,1,1,4,1,2,2,1,5,2,2,0,1,1,1,0,3
1228,1,4,1,3,3,3,10,3,4,6,1,1,2,1,1,1,1,2,1,1,2,1,1,6,2,1,0,1,1,1,1,1
1229,1,3,1,5,1,3,9,1,4,6,1,1,2,0,1,0,0,1,1,2,3,1,1,5,2,1,0,1,1,1,1,1
1230,1,2,1,9,3,4,8,5,4,3,1,2,2,1,1,1,1,2,4,2,1,1,1,5,3,2,0,1,1,1,0,3
1231,1,2,1,10,3,3,7,4,3,2,1,3,1,0,0,0,1,3,2,1,3,4,0,4,2,2,1,1,0,1,0,3
1232,1,3,1,9,2,3,8,4,1,6,1,1,2,0,1,0,1,1,7,2,1,1,1,5,2,1,0,1,1,1,1,3
1233,1,4,1,8,2,3,7,9,2,6,2,1,2,1,1,0,0,1,5,1,3,1,1,4,2,1,0,1,1,1,1,3
1234,1,2,1,4,3,3,8,8,4,4,2,1,2,1,1,0,1,1,5,1,2,1,1,5,2,1,0,1,1,1,0,3
1235,1,2,1,6,2,3,8,9,3,6,1,1,2,0,1,0,1,1,1,2,3,1,1,5,2,1,0,1,1,1,0,3
1236,1,2,1,3,3,3,10,2,4,5,1,1,2,1,1,1,1,1,5,1,1,1,1,6,2,1,0,1,1,1,0,1
1237,1,3,1,5,3,3,1,2,4,5,1,1,2,1,1,0,0,1,6,2,2,1,1,1,2,1,0,1,1,1,1,3
1238,1,2,1,10,3,4,9,5,4,6,1,3,2,1,1,0,1,1,1,2,2,1,1,5,3,2,1,1,1,1,0,3
1239,1,2,1,5,3,3,7,9,2,6,2,1,2,1,1,0,0,1,5,2,3,1,1,4,2,1,0,1,1,1,0,3
1240,3,2,1,7,1,3,6,6,2,6,2,1,2,0,0,0,0,1,3,1,3,1,1,3,2,1,0,1,1,1,0,3
1241,1,2,1,4,2,3,8,7,4,5,2,1,2,0,1,0,1,1,5,1,2,1,1,5,2,1,0,1,1,1,0,3
1242,1,3,8,5,3,3,6,9,3,4,2,2,2,1,0,0,0,1,4,2,3,2,1,3,2,2,0,1,1,0,1,3
1243,3,3,1,5,3,3,7,5,2,6,1,1,1,0,1,0,0,1,8,2,3,4,0,4,2,1,0,1,1,1,1,3
1244,1,4,1,5,1,3,9,7,4,6,2,1,2,1,1,1,1,1,6,2,2,1,1,5,2,1,0,1,1,1,1,1
1245,2,2,1,5,3,1,1,7,2,1,2,2,2,1,0,0,0,3,1,2,3,1,1,1,1,2,0,0,0,1,0,0
1246,1,3,2,12,1,2,6,7,4,6,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,0,1,1,0,1,0
1247,1,2,1,5,4,3,8,5,4,3,1,1,2,1,1,0,0,1,4,2,3,1,1,5,2,1,0,1,1,1,0,3
1248,1,3,8,8,4,2,8,4,4,6,1,3,2,1,1,1,1,1,2,2,2,4,0,5,1,2,0,1,1,0,1,0
1249,2,2,1,10,2,3,8,7,1,4,1,1,2,1,1,1,1,1,6,1,1,1,1,5,2,1,1,0,1,1,0,3
1250,1,3,1,10,3,3,7,9,4,5,2,1,2,0,1,0,0,1,1,2,2,4,0,4,2,1,1,1,1,1,1,3
1251,2,3,1,2,2,3,7,6,3,5,1,1,2,0,0,0,0,1,1,2,3,4,0,4,2,1,0,0,1,1,1,3
1252,2,2,3,8,3,3,5,5,4,5,1,3,2,1,0,0,0,2,1,2,4,2,1,3,2,2,0,0,1,0,0,3
1253,1,2,1,8,2,4,8,4,4,6,1,3,2,1,0,0,1,1,6,1,2,1,1,5,3,2,0,1,1,1,0,3
1254,1,2,3,10,3,3,8,3,4,5,1,3,2,0,1,0,0,1,6,2,1,2,1,5,2,2,1,1,1,0,0,3
1255,1,4,1,10,2,2,6,3,3,4,1,1,2,0,1,0,1,2,3,2,3,1,1,3,1,1,1,1,1,1,1,0
1256,3,3,1,11,2,2,7,1,2,6,1,2,1,1,1,1,1,1,1,2,3,1,1,4,1,2,1,1,1,1,1,0
1257,1,2,1,5,2,3,9,1,4,5,1,1,2,0,1,1,0,1,7,2,1,1,1,5,2,1,0,1,1,1,0,1
1258,1,4,1,10,4,3,7,7,4,6,1,1,2,1,1,0,1,1,1,2,3,4,0,4,2,1,1,1,1,1,1,3
1259,2,3,3,12,3,3,8,2,3,6,1,1,2,1,1,0,1,1,6,2,1,1,1,5,2,1,0,0,1,0,1,3
1260,1,3,1,4,3,3,9,5,3,3,1,1,2,0,1,0,0,1,1,2,2,1,1,5,2,1,0,1,1,1,1,1
1261,1,3,1,10,4,4,10,9,2,6,1,1,1,0,1,0,1,1,1,1,2,1,1,6,3,1,1,1,1,1,1,3
1262,1,2,1,12,3,3,6,7,4,3,1,3,1,1,1,1,1,1,3,2,2,3,0,3,2,2,0,1,1,1,0,3
1263,2,3,1,7,2,3,9,6,2,6,1,1,2,1,1,1,1,1,4,2,2,2,1,5,2,1,0,0,1,1,1,1
1264,1,2,1,10,3,5,10,5,4,6,2,2,2,1,1,0,1,1,6,1,2,2,1,6,3,2,1,1,1,1,0,3
1265,1,2,1,11,2,3,9,1,2,6,2,1,2,0,1,0,1,3,1,1,3,1,1,5,2,1,1,1,1,1,0,1
1266,1,2,1,4,3,2,6,9,4,4,2,1,1,1,1,1,0,1,1,2,4,3,0,3,1,1,0,1,1,1,0,0
1267,1,3,1,11,1,3,8,1,4,6,1,1,2,0,1,0,1,1,1,2,2,2,1,5,2,1,1,1,1,1,1,3
1268,2,4,1,9,3,3,2,8,4,6,2,1,2,1,0,0,1,1,2,2,3,1,1,1,2,1,0,0,1,1,1,3
1269,2,2,1,9,1,4,8,8,4,5,1,1,1,1,1,0,0,1,1,2,4,1,1,5,3,1,0,0,1,1,0,3
1270,1,3,1,10,3,2,5,6,4,6,1,1,2,1,0,0,0,3,3,2,3,1,1,3,1,1,1,1,1,1,1,0
1271,1,2,1,9,2,3,8,8,2,5,1,1,2,1,1,0,0,1,1,1,3,1,1,5,2,1,0,1,1,1,0,3
1272,1,3,1,7,3,5,8,9,2,6,2,1,2,1,0,0,0,1,1,1,3,1,1,5,3,1,0,1,1,1,1,3
1273,1,3,1,9,1,3,8,1,4,6,1,1,2,1,1,1,1,1,5,2,3,1,1,5,2,1,0,1,1,1,1,3
1274,2,3,1,7,1,4,9,5,4,6,1,3,2,1,1,0,0,1,1,2,2,4,0,5,3,2,0,0,1,1,1,3
1275,1,3,1,3,2,3,8,3,4,6,1,1,2,0,1,0,0,1,1,2,1,1,1,5,2,1,0,1,1,1,1,3
1276,1,4,1,11,3,3,7,8,2,6,1,1,2,0,1,0,0,1,2,2,2,1,1,4,2,1,1,1,1,1,1,3
1277,1,4,1,7,3,3,9,7,4,6,1,2,2,1,1,1,1,2,1,2,2,1,1,5,2,2,0,1,1,1,1,1
1278,1,2,1,12,3,3,6,5,1,4,2,1,2,1,0,0,0,1,2,2,3,1,1,3,2,1,0,1,1,1,0,3
1279,1,4,1,9,2,3,9,7,1,6,2,3,2,1,1,1,1,1,1,1,4,1,1,5,2,2,0,1,1,1,1,1
1280,1,3,1,8,3,3,9,4,4,5,1,3,2,0,1,0,0,2,1,1,3,1,1,5,2,2,0,1,1,1,1,1
1281,1,3,1,2,1,4,10,1,4,6,2,1,2,1,1,0,0,1,1,1,3,1,1,6,3,1,0,1,1,1,1,3
1282,1,3,1,3,2,4,8,5,4,5,2,1,2,1,1,0,0,1,1,2,1,1,1,5,3,1,0,1,1,1,1,3
1283,1,2,1,9,2,4,7,2,4,6,1,1,2,1,0,0,0,1,3,1,2,2,1,4,3,1,0,1,1,1,0,3
1284,1,3,1,10,2,5,12,6,3,6,1,1,2,1,1,1,1,2,3,1,3,1,1,6,3,1,1,1,1,1,1,2
1285,1,2,1,5,1,5,10,7,3,6,1,2,2,1,1,1,1,1,1,1,2,1,1,6,3,2,0,1,1,1,0,3
1286,1,2,1,2,1,5,12,4,4,6,1,1,2,1,1,1,1,1,7,1,2,1,1,6,3,1,0,1,1,1,0,2
1287,1,2,1,9,2,4,10,4,4,6,1,1,2,1,1,0,1,1,5,1,2,1,1,6,3,1,0,1,1,1,0,3
1288,1,2,1,9,3,3,8,2,4,6,2,1,2,1,1,1,1,1,3,1,2,1,1,5,2,1,0,1,1,1,0,3
1289,1,3,1,9,1,3,8,5,4,5,1,1,2,1,1,1,1,3,1,1,3,1,1,5,2,1,0,1,1,1,1,3
1290,1,3,1,5,1,6,8,2,4,6,1,1,2,1,1,1,1,1,8,1,2,1,1,5,3,1,0,1,1,1,1,3
1291,1,4,1,5,2,4,8,2,3,6,1,1,2,1,1,1,1,1,2,1,2,1,1,5,3,1,0,1,1,1,1,3
1292,2,2,1,8,4,2,2,5,1,2,2,3,1,0,1,0,1,2,1,2,3,4,0,1,1,2,0,0,0,1,0,0
1293,1,2,1,11,3,4,12,1,3,6,1,1,2,0,1,0,1,1,4,1,4,1,1,6,3,1,1,1,1,1,0,2
1294,1,3,1,10,1,3,8,9,2,6,1,3,2,1,1,0,0,1,1,1,1,1,1,5,2,2,1,1,1,1,1,3
1295,1,4,8,5,2,5,8,8,4,6,1,3,2,1,1,0,1,1,1,2,2,1,1,5,3,2,0,1,1,0,1,3
1296,2,3,1,12,2,5,8,9,4,6,1,1,2,0,1,0,1,1,1,2,3,1,1,5,3,1,0,0,1,1,1,3
1297,1,2,1,11,2,5,8,6,4,6,1,2,2,0,1,1,1,1,1,1,4,1,1,5,3,2,1,1,1,1,0,3
1298,1,3,1,9,3,3,10,6,1,6,1,1,2,1,1,1,1,1,4,1,3,1,1,6,2,1,0,1,1,1,1,1
1299,1,3,8,11,3,3,9,4,4,6,1,3,1,1,1,0,1,1,1,1,2,3,0,5,2,2,1,1,1,0,1,1
1300,1,3,1,11,2,4,8,4,4,4,1,1,2,1,1,0,1,1,1,2,2,1,1,5,3,1,1,1,1,1,1,3
1301,1,3,1,3,3,3,8,1,2,6,2,1,2,0,0,0,1,1,6,2,2,1,1,5,2,1,0,1,1,1,1,3
1302,1,3,1,6,1,4,9,9,4,6,1,1,2,1,1,1,1,1,1,1,3,1,1,5,3,1,0,1,1,1,1,3
1303,1,3,1,3,2,4,8,3,3,6,1,2,2,0,1,0,0,1,8,1,2,1,1,5,3,2,0,1,1,1,1,3
1304,1,3,7,5,1,5,8,5,4,6,1,1,2,1,1,0,1,1,6,1,1,1,1,5,3,1,0,1,1,0,1,3
1305,1,4,1,9,2,4,11,4,4,6,1,1,2,1,1,1,1,1,1,1,1,1,1,6,3,1,0,1,1,1,1,2
1306,1,3,1,1,2,4,8,4,3,5,2,1,2,0,1,1,0,1,1,2,3,1,1,5,3,1,0,1,1,1,1,3
1307,1,3,1,9,2,4,8,2,1,6,1,1,2,1,1,0,0,1,3,2,4,1,1,5,3,1,0,1,1,1,1,3
1308,1,2,1,12,3,4,12,2,4,6,1,1,2,1,1,1,1,1,6,1,2,1,1,6,3,1,0,1,1,1,0,2
1309,1,3,1,8,2,4,8,4,4,6,2,1,2,0,0,1,0,1,5,2,2,1,1,5,3,1,0,1,1,1,1,3
1310,1,2,1,1,4,2,7,3,1,4,2,1,1,0,0,0,0,1,3,2,4,3,0,4,1,1,0,1,1,1,0,0
1311,1,2,1,11,4,4,8,2,3,6,1,1,2,1,1,1,0,3,7,1,2,1,1,5,3,1,1,1,1,1,0,3
1312,1,2,1,1,1,5,12,7,4,6,2,1,2,1,1,1,1,1,7,1,4,1,1,6,3,1,0,1,1,1,0,2
1313,1,4,1,11,1,3,8,7,2,6,2,1,2,1,0,0,0,1,1,1,3,1,1,5,2,1,1,1,1,1,1,3
1314,1,3,1,4,2,5,11,4,4,6,1,1,2,0,1,0,1,1,1,1,2,2,1,6,3,1,0,1,1,1,1,2
1315,1,3,3,10,3,5,10,4,4,6,1,1,2,0,1,1,1,1,1,1,2,2,1,6,3,1,1,1,1,0,1,3
1316,1,3,1,7,4,3,8,6,3,3,1,1,2,0,0,0,0,2,1,2,3,1,1,5,2,1,0,1,1,1,1,3
1317,2,3,1,1,2,5,8,9,3,6,2,1,2,1,1,0,1,1,6,1,3,1,1,5,3,1,0,0,1,1,1,3
1318,1,3,1,2,1,3,12,9,4,5,1,1,2,1,1,1,1,1,8,1,2,1,1,6,2,1,0,1,1,1,1,3
1319,1,3,1,1,3,2,6,2,1,5,1,3,2,1,1,1,1,1,1,2,4,2,1,3,1,2,0,1,1,1,1,0
1320,1,2,5,2,4,2,1,4,4,1,2,3,1,1,1,1,1,3,1,2,3,4,0,1,1,2,0,1,0,0,0,0
1321,1,2,1,5,4,2,5,9,4,1,2,2,2,0,1,1,0,1,1,2,3,1,1,3,1,2,0,1,0,1,0,0
1322,2,2,5,1,4,4,2,7,2,2,2,3,2,1,1,0,0,1,1,1,3,1,1,1,3,2,0,0,0,0,0,3
